Testkonfiguration;Iteration;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Gesamtkosten;Vorgabe des Mediators
ph1in25st1de1mh1ms0rand.req;1;181.44;1543.2;309.0;753.1;525.5;3312.24;111111111111111111111111111011110110111111111110101010010101
ph1in25st1de1mh1ms0rand.req;2;181.44;1543.2;309.0;753.1;505.4;3292.14;111111111111111111111111111011011101111111111110100101001001
ph1in26st2de1mh1ms0btlneck.req;1;38.4;96.0;3484.0;251.25;251.25;4120.9;111111111111111111111111111111111111110000000000110000000000
ph1in26st2de1mh1ms0btlneck.req;2;38.4;96.0;3484.0;251.25;251.25;4120.9;111111111111111111111111111111111111110000000000110000000000
ph1in26st2de1mh1ms0high.req;1;38.4;108.0;260.0;192.5;192.5;791.4;111111111111111101111111101011001010100011111000100101111000
ph1in26st2de1mh1ms0high.req;2;38.4;128.0;270.0;192.5;192.5;821.4;111111111111111111111110110001101101100111011011101101001000
ph1in26st2de1mh1ms0low.req;1;4537.6;1306.0;1021.0;1290.25;1290.25;9445.1;111111111111111111111111111111111111111111111111111111111111
ph1in26st2de1mh1ms0low.req;2;4537.6;1306.0;1021.0;1290.25;1290.25;9445.1;111111111111111111111111111111111111111111111111111111111111
ph1in26st2de1mh1ms0rand.req;1;1260.0;199.2;330.2;427.2;1066.95;3283.55;111111111111111111111111111010111111111011001010111111111111
ph1in26st2de1mh1ms0rand.req;2;1260.0;199.2;330.4;421.85;1110.95;3322.4;111111111111111111111111111101101011111001111010111111111011
ph1in27st3de1mh1ms0btlneck.req;1;96.0;253.75;3484.0;251.25;251.25;4336.25;111111111111101000101000111111111111110000000000110000000000
ph1in27st3de1mh1ms0btlneck.req;2;113.0;261.25;3474.0;251.25;251.25;4350.75;111101111111101011000100111111111111110000000000110000000000
ph1in27st3de1mh1ms0high.req;1;138.0;248.75;255.0;190.0;190.0;1021.75;111111111110101000101001100101010101110100010010111100010000
ph1in27st3de1mh1ms0high.req;2;138.0;233.75;325.0;170.0;172.5;1039.25;111111111110100010010001101010010000111000111101100111110100
ph1in27st3de1mh1ms0low.req;1;2974.0;1290.25;1021.0;1290.25;1290.25;7865.75;111111111111111111111111111111111111111111111111111111111111
ph1in27st3de1mh1ms0low.req;2;2974.0;1290.25;1021.0;1290.25;1290.25;7865.75;111111111111111111111111111111111111111111111111111111111111
ph1in27st3de1mh1ms0rand.req;1;1175.5;597.15;328.0;472.55;474.95;3048.15;111111111111101101101110110101101010111011101011110101101011
ph1in27st3de1mh1ms0rand.req;2;1175.5;599.35;328.0;479.85;481.1;3063.8;111111111111111011010110110101101010111100101010110111110011
ph1in28st4de1mh1ms0btlneck.req;1;260.0;246.25;2526.0;243.75;253.75;3529.75;111100111101100100100100111111111111101001100100101000010100
ph1in28st4de1mh1ms0btlneck.req;2;300.0;226.25;2573.75;236.25;236.25;3572.5;101100111110100100001001111111111110111011101000111001101001
ph1in28st4de1mh1ms0high.req;1;440.0;195.0;195.0;195.0;195.0;1220.0;111001001100100111101001100001101001100011101010100111101010
ph1in28st4de1mh1ms0high.req;2;380.0;202.5;208.75;203.75;202.5;1197.5;101001011100100101001001100101110011101000110011100011001010
ph1in28st4de1mh1ms0low.req;1;2692.0;1290.25;1290.25;1290.25;1290.25;7853.0;111111111111111111111111111111111111111111111111111111111111
ph1in28st4de1mh1ms0low.req;2;2692.0;1290.25;1290.25;1290.25;1290.25;7853.0;111111111111111111111111111111111111111111111111111111111111
ph1in28st4de1mh1ms0rand.req;1;268.0;467.2;740.2;445.65;437.9;2358.95;111110111111111011111110111111111111111100111001111011011010
ph1in28st4de1mh1ms0rand.req;2;268.0;464.7;740.2;426.35;444.05;2343.3;111110111111111011111101111111111111111010111010011010111100
ph1in29st1de2mh1ms0btlneck.req;1;15.36;38.4;3038.0;198.5;218.75;3509.01;111111111111111111111111111111111111110001000000111101101011
ph1in29st1de2mh1ms0btlneck.req;2;15.36;38.4;3038.0;192.5;218.75;3503.01;111111111111111111111111111111111111110000100000111011110101
ph1in29st1de2mh1ms0high.req;1;15.36;38.4;102.0;207.5;150.0;513.26;111111111111111111111111101011111101100110001000110010101101
ph1in29st1de2mh1ms0high.req;2;15.36;38.4;102.0;173.0;175.0;503.76;111111111111111111111111101011111101100110010100111011010001
ph1in29st1de2mh1ms0low.req;1;4485.44;1195.6;745.0;740.5;1290.25;8456.79;111111111111111111111111111111111111111111111111111111111111
ph1in29st1de2mh1ms0low.req;2;4485.44;1195.6;745.0;740.5;1290.25;8456.79;111111111111111111111111111111111111111111111111111111111111
ph1in29st1de2mh1ms0rand.req;1;15.36;437.2;1038.0;328.0;485.85;2304.41;111111111111111111111111111111111111110101001010111101111010
ph1in29st1de2mh1ms0rand.req;2;15.36;437.2;1038.0;340.8;450.45;2281.81;111111111111111111111111111111111111111010010100110110110101
ph1in30st2de2mh1ms0btlneck.req;1;38.4;96.0;3482.0;251.25;251.25;4118.9;111111111111111111111111111111111111110000000000110000000000
ph1in30st2de2mh1ms0btlneck.req;2;38.4;96.0;3482.0;251.25;251.25;4118.9;111111111111111111111111111111111111110000000000110000000000
ph1in30st2de2mh1ms0high.req;1;38.4;96.0;251.0;195.5;195.5;776.4;111111111111111111111111101001010100100111001110100111000101
ph1in30st2de2mh1ms0high.req;2;38.4;108.0;301.0;176.25;176.25;799.9;111111111111101111111111111011010000100010010111100010011000
ph1in30st2de2mh1ms0low.req;1;4529.6;1306.0;1021.0;1290.25;1290.25;9437.1;111111111111111111111111111111111111111111111111111111111111
ph1in30st2de2mh1ms0low.req;2;4529.6;1306.0;1021.0;1290.25;1290.25;9437.1;111111111111111111111111111111111111111111111111111111111111
ph1in30st2de2mh1ms0rand.req;1;1431.2;186.8;613.4;759.6;646.95;3637.95;111111111111111111111111111111111111111110111110111110110110
ph1in30st2de2mh1ms0rand.req;2;1431.2;186.8;613.4;759.6;651.75;3642.75;111111111111111111111111111111111111111110111110111101110101
ph1in31st3de2mh1ms0btlneck.req;1;96.0;254.25;3482.0;251.25;251.25;4334.75;111111111111100100100100111111111111110000000000110000000000
ph1in31st3de2mh1ms0btlneck.req;2;96.0;254.25;3482.0;251.25;251.25;4334.75;111111111111100100100100111111111111110000000000110000000000
ph1in31st3de2mh1ms0high.req;1;96.0;229.0;241.0;198.75;198.75;963.5;111111111111100010010000101011010010100010010001100110110000
ph1in31st3de2mh1ms0high.req;2;128.0;236.75;195.0;211.25;211.25;982.25;111111110111100010001100101011011101100110010000100110110000
ph1in31st3de2mh1ms0low.req;1;2969.0;1290.25;1021.0;1290.25;1290.25;7860.75;111111111111111111111111111111111111111111111111111111111111
ph1in31st3de2mh1ms0low.req;2;2969.0;1290.25;1021.0;1290.25;1290.25;7860.75;111111111111111111111111111111111111111111111111111111111111
ph1in31st3de2mh1ms0rand.req;1;160.0;539.95;244.0;541.95;568.75;2054.65;111111111111101111101110111101111101111101011111111111011101
ph1in31st3de2mh1ms0rand.req;2;160.0;535.25;233.2;539.75;571.45;2039.65;111111111111110110111101111011111101111100111111111111011111
ph1in32st4de2mh1ms0btlneck.req;1;260.0;228.75;2523.0;224.75;239.25;3475.75;101010111101100010001000111111111111100110010000100011100100
ph1in32st4de2mh1ms0btlneck.req;2;332.0;250.25;2514.0;244.75;243.75;3584.75;100110110111101101110000111111111111111100100010101100010010
ph1in32st4de2mh1ms0high.req;1;412.0;192.5;192.5;192.5;192.5;1182.0;100011110100101010010011111010010010101010010010101110010001
ph1in32st4de2mh1ms0high.req;2;380.0;255.75;216.25;245.0;225.0;1322.0;100101111100111111100001100100001000001101001010000011001000
ph1in32st4de2mh1ms0low.req;1;2688.0;1290.25;1290.25;1290.25;1290.25;7849.0;111111111111111111111111111111111111111111111111111111111111
ph1in32st4de2mh1ms0low.req;2;2688.0;1290.25;1290.25;1290.25;1290.25;7849.0;111111111111111111111111111111111111111111111111111111111111
ph1in32st4de2mh1ms0rand.req;1;944.0;694.2;736.15;694.65;584.7;3653.7;111111111111111111011101111111111011110111111011111011101110
ph1in32st4de2mh1ms0rand.req;2;944.0;692.7;738.2;699.15;586.8;3660.85;111111111111111011110111111111101111111111011110111011110110
ph1in33st1de3mh1ms0btlneck.req;1;12.8;32.8;3150.0;198.5;218.75;3612.85;111101111111111100110111111111111111110000001000110001001110
ph1in33st1de3mh1ms0btlneck.req;2;12.8;32.8;3150.0;192.5;218.75;3606.85;111100111111111110110111111111111111110000010000111010111001
ph1in33st1de3mh1ms0high.req;1;12.8;61.6;64.0;141.0;176.0;455.4;111111111111111000110111111111110111101111100100100111110110
ph1in33st1de3mh1ms0high.req;2;12.8;32.8;88.0;133.0;176.0;442.6;111101111111111101110111101010111111111110100100100100101101
ph1in33st1de3mh1ms0low.req;1;4941.44;1195.6;745.0;740.5;1290.25;8912.79;111111111111111111111111111111111111111111111111111111111111
ph1in33st1de3mh1ms0low.req;2;4941.44;1195.6;745.0;740.5;1290.25;8912.79;111111111111111111111111111111111111111111111111111111111111
ph1in33st1de3mh1ms0rand.req;1;131.68;242.4;246.2;271.5;449.3;1341.08;111111111111111111111111111111111111111111101111111001100110
ph1in33st1de3mh1ms0rand.req;2;131.68;242.4;246.2;271.5;442.4;1334.18;111101111111111111111111111111111111111111111110111001101101
ph1in34st2de3mh1ms0btlneck.req;1;36.8;72.0;3594.0;251.25;251.25;4205.3;111111110111111111111111111111111111110000000000110000000000
ph1in34st2de3mh1ms0btlneck.req;2;36.8;72.0;3594.0;251.25;251.25;4205.3;111101110111111101111111111111111111110000000000110000000000
ph1in34st2de3mh1ms0high.req;1;32.0;76.0;219.0;180.75;182.0;689.75;111100111111111101110111110000100110101111101101100110100010
ph1in34st2de3mh1ms0high.req;2;32.0;76.0;218.0;176.0;176.0;678.0;111110111111111110110111101000100100100000111110100001101100
ph1in34st2de3mh1ms0low.req;1;4985.6;1306.0;1021.0;1290.25;1290.25;9893.1;111111111111111111111111111111111111111111111111111111111111
ph1in34st2de3mh1ms0low.req;2;4985.6;1306.0;1021.0;1290.25;1290.25;9893.1;111111111111111111111111111111111111111111111111111111111111
ph1in34st2de3mh1ms0rand.req;1;1887.2;189.2;312.0;823.9;747.2;3959.5;111111111111111111111111111111111111111111111111111111111110
ph1in34st2de3mh1ms0rand.req;2;1887.2;214.0;270.4;860.45;783.75;4015.8;111111111111111111111011110101011110111111111110111111111100
ph1in35st3de3mh1ms0btlneck.req;1;77.0;210.5;3594.0;251.25;251.25;4384.0;111111110111100000100100111111111111110000000000110000000000
ph1in35st3de3mh1ms0btlneck.req;2;77.0;210.5;3594.0;251.25;251.25;4384.0;111110110111100011101100111111111111110000000000110000000000
ph1in35st3de3mh1ms0high.req;1;116.5;205.75;199.0;176.0;176.0;873.25;111110110110100010100101101000101101100110111110100100100111
ph1in35st3de3mh1ms0high.req;2;77.0;211.75;191.0;189.0;189.0;857.75;111100110111100010100010101001110010100110101111100110101111
ph1in35st3de3mh1ms0low.req;1;3254.0;1290.25;1021.0;1290.25;1290.25;8145.75;111111111111111111111111111111111111111111111111111111111111
ph1in35st3de3mh1ms0low.req;2;3254.0;1290.25;1021.0;1290.25;1290.25;8145.75;111111111111111111111111111111111111111111111111111111111111
ph1in35st3de3mh1ms0rand.req;1;305.5;675.95;1204.0;1091.9;530.45;3807.8;111101111111111111111111111111111111111111111111111010001010
ph1in35st3de3mh1ms0rand.req;2;305.5;683.35;1204.0;1091.9;524.2;3808.95;111101111111011111111111111111111111111111111111111001001010
ph1in36st4de3mh1ms0btlneck.req;1;226.0;197.75;2606.0;221.75;221.75;3473.25;101001110110100100101101111111111110111100100101111011101100
ph1in36st4de3mh1ms0btlneck.req;2;252.0;194.5;2547.5;218.5;194.5;3407.0;101000100111100100100100111111111111111010100100100110110100
ph1in36st4de3mh1ms0high.req;1;226.0;197.75;197.75;197.75;197.75;1017.0;101000110110100110100101100001100101100111100101100011100101
ph1in36st4de3mh1ms0high.req;2;270.0;189.75;189.75;189.75;189.75;1029.0;101011100110100010100100100100111100100000100101100110111101
ph1in36st4de3mh1ms0low.req;1;2916.0;1290.25;1290.25;1290.25;1290.25;8077.0;111111111111111111111111111111111111111111111111111111111111
ph1in36st4de3mh1ms0low.req;2;2916.0;1290.25;1290.25;1290.25;1290.25;8077.0;111111111111111111111111111111111111111111111111111111111111
ph1in36st4de3mh1ms0rand.req;1;304.0;619.0;754.1;1212.25;464.1;3353.45;111101111111111101111111111111111111111111111111111001110111
ph1in36st4de3mh1ms0rand.req;2;604.0;642.0;889.85;1256.25;462.6;3854.7;001001110111110110111111101110011110011111011111111011111011
ph1in37st1de4mh1ms0btlneck.req;1;12.8;32.8;3039.0;192.5;213.75;3490.85;111111111101111110111101111111111111110000010000110000001010
ph1in37st1de4mh1ms0btlneck.req;2;12.8;32.8;3039.0;192.5;218.75;3495.85;111111111101111110111101111111111111110000100000110001110111
ph1in37st1de4mh1ms0high.req;1;12.8;32.8;74.0;152.5;180.0;452.1;111111110111111110110101111110101111100100100100101100000100
ph1in37st1de4mh1ms0high.req;2;12.8;32.8;99.0;144.5;196.5;485.6;111111110111111110110101101100101101111010101100101000010110
ph1in37st1de4mh1ms0low.req;1;4497.44;1195.6;745.0;740.5;1318.0;8496.54;111111111111111111111111111111111111111111111111011111111111
ph1in37st1de4mh1ms0low.req;2;4497.44;1195.6;745.0;740.5;1290.25;8468.79;111111111111111111111111111111111111111111111111111111111111
ph1in37st1de4mh1ms0rand.req;1;1412.48;1352.4;302.0;336.1;740.75;4143.73;111111111111111111111111111010110110111110110101111111101000
ph1in37st1de4mh1ms0rand.req;2;1412.48;1352.4;302.0;329.0;725.2;4121.08;111111111111111111111111111010110110111110110110111101111111
ph1in38st2de4mh1ms0btlneck.req;1;32.0;76.0;3483.0;251.25;251.25;4093.5;111111110101111110110111111111111111110000000000110000000000
ph1in38st2de4mh1ms0btlneck.req;2;36.8;72.0;3483.0;251.25;251.25;4094.3;111110110111111111110101111111111111110000000000110000000000
ph1in38st2de4mh1ms0high.req;1;32.0;112.0;209.0;180.0;180.0;713.0;111111111111110110100101101101111100111100001101110100011111
ph1in38st2de4mh1ms0high.req;2;32.0;76.0;234.0;197.0;185.25;724.25;111111110101111110110101100111100100100010011111100100010100
ph1in38st2de4mh1ms0low.req;1;4541.6;1306.0;1021.0;1290.25;1290.25;9449.1;111111111111111111111111111111111111111111111111111111111111
ph1in38st2de4mh1ms0low.req;2;4541.6;1306.0;1021.0;1290.25;1290.25;9449.1;111111111111111111111111111111111111111111111111111111111111
ph1in38st2de4mh1ms0rand.req;1;318.4;96.0;301.6;435.95;480.4;1632.35;111111111111111111111111111111110111101101101110101111010110
ph1in38st2de4mh1ms0rand.req;2;318.4;96.0;290.2;460.6;484.6;1649.8;111111111111111111111111111111111111101110011100110110101110
ph1in39st3de4mh1ms0btlneck.req;1;77.0;245.0;3483.0;251.25;251.25;4307.5;111110110101101000100100111111111111110000000000110000000000
ph1in39st3de4mh1ms0btlneck.req;2;77.0;238.75;3483.0;251.25;251.25;4301.25;111110111101100101100100111111111111110000000000110000000000
ph1in39st3de4mh1ms0high.req;1;126.0;212.25;209.0;180.0;180.0;907.25;110110100101100100010100101100111100111100010110101100010100
ph1in39st3de4mh1ms0high.req;2;94.0;216.25;173.0;198.0;218.0;899.25;111110100101100100001100100100110111101100000100110101110100
ph1in39st3de4mh1ms0low.req;1;2976.5;1290.25;1021.0;1320.5;1323.0;7931.25;111111111111111111111111111111111111101111111111110111111111
ph1in39st3de4mh1ms0low.req;2;2976.5;1290.25;1021.0;1290.25;1290.25;7868.25;111111111111111111111111111111111111111111111111111111111111
ph1in39st3de4mh1ms0rand.req;1;2850.5;536.15;431.2;1060.45;1090.35;5968.65;111111111111101001010010111010101001111011111111111111111011
ph1in39st3de4mh1ms0rand.req;2;2850.5;531.55;424.0;1059.35;1096.55;5961.95;111111111111101010010100111011010110111011111010111111111010
ph1in40st4de4mh1ms0btlneck.req;1;226.0;226.0;2523.0;235.0;218.75;3428.75;101100101111100110111100111111111111100110100011100100010100
ph1in40st4de4mh1ms0btlneck.req;2;218.0;236.0;2524.0;219.75;227.0;3424.75;110100100111101111100011111111111111100100011100100111101100
ph1in40st4de4mh1ms0high.req;1;320.0;214.25;194.25;194.25;194.25;1117.0;100110101110100101100101100100010100110100000101101100011101
ph1in40st4de4mh1ms0high.req;2;388.0;196.25;215.25;196.25;183.25;1179.0;100110001111011100100100101100100101010100000100111100010100
ph1in40st4de4mh1ms0low.req;1;2694.0;1290.25;1290.25;1290.25;1290.25;7855.0;111111111111111111111111111111111111111111111111111111111111
ph1in40st4de4mh1ms0low.req;2;2694.0;1290.25;1290.25;1290.25;1290.25;7855.0;111111111111111111111111111111111111111111111111111111111111
ph1in40st4de4mh1ms0rand.req;1;445.2;729.55;689.4;572.65;493.1;2929.9;111111111111111111111111111110111111111110111101101101110011
ph1in40st4de4mh1ms0rand.req;2;445.2;729.55;689.4;576.25;479.8;2920.2;111111111111111111111111111110111111111110111110101110110101
ph1in41st1de5mh1ms0btlneck.req;1;14.08;36.0;3593.0;195.0;251.5;4089.58;111111111101101111111111111111111111101000100000101000001001
ph1in41st1de5mh1ms0btlneck.req;2;14.08;36.0;3593.0;198.0;245.0;4086.08;111111111111101111111111111111111101110000100000101111110010
ph1in41st1de5mh1ms0high.req;1;22.08;36.8;76.0;151.0;150.0;435.88;111111111110101111111101100011111010100001010101110001111001
ph1in41st1de5mh1ms0high.req;2;14.08;59.6;67.0;150.0;150.0;440.68;111111111111110111111000100101111111100001010101101011110110
ph1in41st1de5mh1ms0low.req;1;6970.72;1662.8;981.0;856.5;1348.25;11819.27;111111111111111111111101111111111100111111111100111111111100
ph1in41st1de5mh1ms0low.req;2;6970.72;1667.6;977.0;856.5;1348.25;11820.07;111111111101111111111100111111111111111111111111111111111111
ph1in41st1de5mh1ms0rand.req;1;3307.2;924.4;429.2;291.5;790.8;5743.1;111111111110111111111101111111111101111010110010111111110001
ph1in41st1de5mh1ms0rand.req;2;3299.2;923.6;433.2;302.5;785.9;5744.4;111111111101111111111101111111111100111101110011111111110111
ph1in42st2de5mh1ms0btlneck.req;1;35.2;84.0;4097.0;265.5;265.5;4747.2;111111111101101011111100111111111111100001000011100001000010
ph1in42st2de5mh1ms0btlneck.req;2;40.0;80.0;4045.0;266.5;314.5;4746.0;101111111111111011111111111111111101100010000000100100000011
ph1in42st2de5mh1ms0high.req;1;35.2;84.0;160.0;216.5;206.5;702.2;111111111111101011111100100010111010111111110100100010010010
ph1in42st2de5mh1ms0high.req;2;35.2;88.0;178.0;181.5;181.5;664.2;111111111111100111111100100001111011110101010011110011010010
ph1in42st2de5mh1ms0low.req;1;7016.8;1778.0;1257.0;1348.25;1348.25;12748.3;111111111111111111111111111111111100111111111100111111111111
ph1in42st2de5mh1ms0low.req;2;7029.6;1770.0;1253.0;1348.25;1348.25;12749.1;111111111100111111111111111111111110111111111111111111111110
ph1in42st2de5mh1ms0rand.req;1;5166.4;557.6;422.6;550.65;756.95;7454.2;111111111111111111111100110101101010110111101011111101101111
ph1in42st2de5mh1ms0rand.req;2;5166.4;557.6;422.6;555.1;756.95;7458.65;111111111101111111111100110101101001111010100000111101101101
ph1in43st3de5mh1ms0btlneck.req;1;89.0;240.5;4097.0;264.0;264.0;4954.5;101011111100100110101000111111111101100010000001100010000011
ph1in43st3de5mh1ms0btlneck.req;2;92.0;237.0;4043.0;267.5;267.5;4907.0;100111111101100000110000111111111111100001000000100001000000
ph1in43st3de5mh1ms0high.req;1;106.0;199.0;170.0;181.5;181.5;838.0;101011111000100001010110100001111100101011010100101011010010
ph1in43st3de5mh1ms0high.req;2;87.0;231.5;162.0;217.0;217.0;914.5;101011111111100010101000111001111000100001100001100001100111
ph1in43st3de5mh1ms0low.req;1;4531.5;1348.25;1253.0;1348.25;1348.25;9829.25;111111111100111111111110111111111101111111111101111111111100
ph1in43st3de5mh1ms0low.req;2;4531.5;1348.25;1253.0;1348.25;1348.25;9829.25;111111111100111111111100111111111110111111111100111111111101
ph1in43st3de5mh1ms0rand.req;1;1721.0;1303.15;246.4;480.9;518.0;4269.45;111111111100111111111100111111011010110111011100111111011000
ph1in43st3de5mh1ms0rand.req;2;1721.0;1303.15;235.8;485.05;526.95;4271.95;111111111100111111111100111111111001101111011000110111111010
ph1in44st4de5mh1ms0btlneck.req;1;192.0;235.5;2685.25;252.0;232.5;3597.25;100101111100100001101010111111111101110100101010100000110010
ph1in44st4de5mh1ms0btlneck.req;2;188.0;237.0;2685.75;233.0;237.0;3580.75;100011111100110110101011111111111101101110110011101110101000
ph1in44st4de5mh1ms0high.req;1;280.0;181.5;181.5;181.5;181.5;1006.0;100001111000100011010101111011010010111101010111111001010100
ph1in44st4de5mh1ms0high.req;2;188.0;231.5;224.5;215.5;224.5;1084.0;100011111000100111010000101110101001100010010110101010101101
ph1in44st4de5mh1ms0low.req;1;3938.0;1348.25;1348.25;1348.25;1348.25;9331.0;111111111100111111111100111111111110111111111101111111111101
ph1in44st4de5mh1ms0low.req;2;3938.0;1348.25;1348.25;1348.25;1348.25;9331.0;111111111100111111111110111111111101111111111101111111111111
ph1in44st4de5mh1ms0rand.req;1;888.0;643.25;671.25;679.5;877.3;3759.3;101111111100111111111011111111111100111111111101111111111000
ph1in44st4de5mh1ms0rand.req;2;888.0;643.25;671.25;679.5;877.3;3759.3;101111111100111111111011111111111100111111111111111111111010
ph1in45st1de6mh1ms0btlneck.req;1;14.08;37.6;3068.0;192.5;218.75;3530.93;111111011111110111110101111111111111110000010000111010111110
ph1in45st1de6mh1ms0btlneck.req;2;14.08;37.6;3068.0;198.5;218.75;3536.93;111111111111110111110101111111111111110001000000110111100010
ph1in45st1de6mh1ms0high.req;1;14.08;50.4;63.0;101.0;200.0;428.48;111111011111110011110101111110001111101110101101111010111111
ph1in45st1de6mh1ms0high.req;2;14.08;37.6;71.0;101.0;200.0;423.68;111111111111110111010101110010000111100010011111111011101101
ph1in45st1de6mh1ms0low.req;1;4629.44;1195.6;745.0;740.5;1290.25;8600.79;111111111111111111111111111111111111111111111111111111111111
ph1in45st1de6mh1ms0low.req;2;4629.44;1195.6;745.0;740.5;1290.25;8600.79;111111111111111111111111111111111111111111111111111111111111
ph1in45st1de6mh1ms0rand.req;1;410.24;1956.4;409.8;342.5;499.0;3617.94;111111011111111111111111111110111101110110101001110100111011
ph1in45st1de6mh1ms0rand.req;2;410.24;1956.4;416.2;332.6;473.45;3588.89;111111111111111111111111111011110110111110110100110011010001
ph1in46st2de6mh1ms0btlneck.req;1;35.2;84.0;3504.0;251.25;251.25;4125.7;111111111111110110110101111111111111110000000000110000000000
ph1in46st2de6mh1ms0btlneck.req;2;35.2;92.0;3496.0;251.25;251.25;4125.7;111111111111110010110101111111111111110000000000110000000000
ph1in46st2de6mh1ms0high.req;1;35.2;84.0;145.0;184.5;184.5;633.2;111111011111110011010101100010000111111010000100110010000100
ph1in46st2de6mh1ms0high.req;2;40.0;80.0;123.0;195.0;210.5;648.5;111111110111110011011101110110000111100110000100101110011111
ph1in46st2de6mh1ms0low.req;1;4673.6;1306.0;1021.0;1290.25;1290.25;9581.1;111111111111111111111111111111111111111111111111111111111111
ph1in46st2de6mh1ms0low.req;2;4673.6;1306.0;1021.0;1290.25;1290.25;9581.1;111111111111111111111111111111111111111111111111111111111111
ph1in46st2de6mh1ms0rand.req;1;1282.4;224.8;312.2;484.35;481.1;2784.85;111111111111110111111111110011101101110010111101110001111111
ph1in46st2de6mh1ms0rand.req;2;1282.4;224.8;327.8;469.1;468.5;2772.6;111111111111110111111111111110110110110011110110110011111110
ph1in47st3de6mh1ms0btlneck.req;1;96.0;225.5;3502.0;251.25;251.25;4326.0;110111000101110000111111111111111111110000000000110000000000
ph1in47st3de6mh1ms0btlneck.req;2;89.0;236.5;3508.0;251.25;251.25;4336.0;110111001101110000111011111111111111110000000000110000000000
ph1in47st3de6mh1ms0high.req;1;91.0;200.75;123.0;210.5;210.5;835.75;110011010101101010000100111010000101101110100101101111000111
ph1in47st3de6mh1ms0high.req;2;108.0;198.25;113.0;210.5;195.0;824.75;110011000101100110000100110110111111101110011101100010000100
ph1in47st3de6mh1ms0low.req;1;3059.0;1290.25;1021.0;1290.25;1290.25;7950.75;111111111111111111111111111111111111111111111111111111111111
ph1in47st3de6mh1ms0low.req;2;3059.0;1290.25;1021.0;1290.25;1290.25;7950.75;111111111111111111111111111111111111111111111111111111111111
ph1in47st3de6mh1ms0rand.req;1;305.5;1129.7;240.4;502.6;1107.7;3285.9;110111111111111111111111111100110111110110000111111111111111
ph1in47st3de6mh1ms0rand.req;2;307.5;1128.2;215.6;518.25;1116.9;3286.45;111011001111111111111111111010001111110101010011111111111111
ph1in48st4de6mh1ms0btlneck.req;1;212.0;215.5;2530.5;215.5;215.5;3389.0;110100000101110010010101111111111111110011000111110011010111
ph1in48st4de6mh1ms0btlneck.req;2;270.0;208.25;2523.25;208.25;208.25;3418.0;111000000101110011111111111111111111110100111101110000101111
ph1in48st4de6mh1ms0high.req;1;238.0;200.0;184.5;200.0;200.0;1022.5;100010000101111111110101111110000100110110011111100011101101
ph1in48st4de6mh1ms0high.req;2;174.0;210.5;210.5;210.5;210.5;1016.0;110010000101100010001101100110110111100111101111101110110111
ph1in48st4de6mh1ms0low.req;1;2760.0;1290.25;1290.25;1290.25;1290.25;7921.0;111111111111111111111111111111111111111111111111111111111111
ph1in48st4de6mh1ms0low.req;2;2760.0;1290.25;1290.25;1290.25;1290.25;7921.0;111111111111111111111111111111111111111111111111111111111111
ph1in48st4de6mh1ms0rand.req;1;1868.0;885.5;924.9;741.45;644.0;5063.85;111111111111111101111110111111111110111100110110111100010110
ph1in48st4de6mh1ms0rand.req;2;1868.0;885.75;924.9;740.25;628.4;5047.3;111111111111111110111110111111111101111001110110101101100110
ph1in49st1de1mh0ms1btlneck.req;1;178.92;102.4;2000.75;237.0;229.5;2748.57;101000010010101001110010111111111111100010000001110110011011
ph1in49st1de1mh0ms1btlneck.req;2;226.5;102.4;1894.57;231.38;168.75;2623.6;101000001001111011011111111111111111110000000000110000111111
ph1in49st1de1mh0ms1high.req;1;187.72;76.8;96.0;120.0;150.0;630.52;101000010000111111110111101000111010111001111011111110111001
ph1in49st1de1mh0ms1high.req;2;184.06;76.8;96.0;120.0;150.0;626.86;100100010000101110011101111100110100111110110111111110011000
ph1in49st1de1mh0ms1low.req;1;879.52;775.47;905.7;1074.27;1290.25;4925.21;111111111111111111111111111111111111111111111111111111111111
ph1in49st1de1mh0ms1low.req;2;879.52;775.47;905.7;1074.27;1290.25;4925.21;111111111111111111111111111111111111111111111111111111111111
ph1in49st1de1mh0ms1rand.req;1;294.64;273.57;451.64;867.91;889.95;2777.71;111111111111111011110111111110110111111111111111110111111101
ph1in49st1de1mh0ms1rand.req;2;294.64;249.12;428.77;920.66;913.5;2806.69;111111111111111011010110111111110111111111111110111011111101
ph1in50st2de1mh0ms1btlneck.req;1;251.12;160.0;2887.45;251.25;251.25;3801.07;100100100101110101111111111111111111110000000000110000000000
ph1in50st2de1mh0ms1btlneck.req;2;365.27;128.0;2771.95;251.25;251.25;3767.72;101000001001101100001101111111111111110000000000110000000000
ph1in50st2de1mh0ms1high.req;1;319.71;96.0;120.0;150.0;150.0;835.71;100001000100111011110111110101010110110111101101101011011111
ph1in50st2de1mh0ms1high.req;2;306.4;96.0;120.0;150.0;150.0;822.4;101000010000111101010101101111111010101011110111101001110001
ph1in50st2de1mh0ms1low.req;1;1331.5;1075.4;1228.55;1290.25;1290.25;6215.95;111111111111111111111111111111111111111111111111111111111111
ph1in50st2de1mh0ms1low.req;2;1331.5;1075.4;1228.55;1290.25;1290.25;6215.95;111111111111111111111111111111111111111111111111111111111111
