Testkonfiguration;Iteration;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Gesamtkosten;Vorgabe des Mediators
ph1in25st1de1mh1ms0rand.req;1;530.56;1455.2;297.4;807.2;582.6;3672.96;011101111111111111111111111111101111101111101111101000001100
ph1in25st1de1mh1ms0rand.req;2;2505.76;1176.0;305.2;656.5;511.15;5154.61;001100110111011111111111111111111111111111111111111010010100
ph1in26st2de1mh1ms0btlneck.req;1;919.2;48.0;5176.0;246.0;246.0;6635.2;101100001101111110101111100000011000110101010100100011110000
ph1in26st2de1mh1ms0btlneck.req;2;192.0;166.0;4834.0;296.0;341.5;5829.5;101111111110101110101011100010101101100100001010100111100101
ph1in26st2de1mh1ms0high.req;1;2149.6;24.0;60.0;150.0;200.25;2583.85;100101000000111101110111101111011011101111011111100011001010
ph1in26st2de1mh1ms0high.req;2;582.4;654.0;60.0;150.0;150.0;1596.4;110011101100101010100000111110111011110110100011111110101001
ph1in26st2de1mh1ms0low.req;1;4981.6;1306.0;1343.0;1401.0;1355.75;10387.35;011111111111111111111111101111110111011111110011101111111110
ph1in26st2de1mh1ms0low.req;2;5545.6;1528.0;1132.0;1318.0;1521.5;11045.1;010111111111110111111111110111111111111111111111101011011001
ph1in26st2de1mh1ms0rand.req;1;1260.0;626.0;266.4;517.6;1193.85;3863.85;111111111111010101111010111111111111011110001001111011111011
ph1in26st2de1mh1ms0rand.req;2;1260.0;350.4;275.0;456.65;1254.8;3596.85;111111111111111011111010111011011011111011111110111011111000
ph1in27st3de1mh1ms0btlneck.req;1;1526.5;150.0;5601.0;200.5;200.5;7678.5;010000001000111110001010000000000010110100011101100000001011
ph1in27st3de1mh1ms0btlneck.req;2;523.0;218.75;5946.0;200.5;200.5;7088.75;101111001000111010001110000000000011110010110101101101010101
ph1in27st3de1mh1ms0high.req;1;1114.0;150.0;60.0;150.0;230.25;1704.25;010000010000111000011101111110110100110111110000100101001110
ph1in27st3de1mh1ms0high.req;2;1811.5;285.5;60.0;150.0;150.0;2457.0;110010000000010001101100110011101110111110000100110110010110
ph1in27st3de1mh1ms0low.req;1;2974.0;1375.75;1021.0;1408.5;1290.25;8069.5;111111111111011111111110111111111111011011110111111111111111
ph1in27st3de1mh1ms0low.req;2;3401.5;1363.25;1132.0;1328.0;1318.0;8542.75;111111011111111110101111111111011111111111111101111111011111
ph1in27st3de1mh1ms0rand.req;1;1175.5;672.6;354.6;465.9;480.6;3149.2;111111111111111101100010111001101010111111101010111111110010
ph1in27st3de1mh1ms0rand.req;2;1728.0;612.55;349.6;511.1;605.95;3807.2;111111111110111111100101111011101101101110100110111001100001
ph1in28st4de1mh1ms0btlneck.req;1;1102.0;150.0;2685.0;150.0;150.0;4237.0;001000001000111011001010110101111011111100011110111011111111
ph1in28st4de1mh1ms0btlneck.req;2;810.0;150.0;2651.25;150.0;150.0;3911.25;100100001000101101111101011111111110110111101011110101001000
ph1in28st4de1mh1ms0high.req;1;932.0;150.0;150.0;150.0;150.0;1532.0;010000010000111101111101111110110010111101010110110000010000
ph1in28st4de1mh1ms0high.req;2;1090.0;150.0;161.5;150.0;186.5;1738.0;110000001000110001001000010011011011111101011000100010111100
ph1in28st4de1mh1ms0low.req;1;2934.0;1318.0;1365.75;1499.0;1318.0;8434.75;101111111111101111111111101111101111001001111110101111111111
ph1in28st4de1mh1ms0low.req;2;2994.0;1333.0;1318.0;1355.75;1358.25;8359.0;111101111111111111111101111111111111111011111111011111110111
ph1in28st4de1mh1ms0rand.req;1;1094.0;480.15;762.35;544.1;485.25;3365.85;101101010111101111100101111111011110101111100011111010100100
ph1in28st4de1mh1ms0rand.req;2;389.6;527.4;750.35;470.05;466.8;2604.2;101111011111101110101100110111111111111010010101101101110100
ph1in29st1de2mh1ms0btlneck.req;1;628.96;59.2;3436.0;314.0;200.5;4638.66;100011001111110111111011111100011111100000000000110100010110
ph1in29st1de2mh1ms0btlneck.req;2;2403.84;9.6;4944.0;161.0;200.5;7718.94;001000001000101011101001100000000010110110011100101111000101
ph1in29st1de2mh1ms0high.req;1;945.12;209.6;24.0;60.0;150.0;1388.72;101001001000100011001100100001101001111001101111111101001011
ph1in29st1de2mh1ms0high.req;2;54.08;1457.6;24.0;60.0;150.0;1745.68;111111111101010000000100110001001101111010111111110010111101
ph1in29st1de2mh1ms0low.req;1;4485.44;1195.6;916.0;796.0;1320.5;8713.54;111111111111111111111111111111011111111111011111111111101111
ph1in29st1de2mh1ms0low.req;2;4969.44;1457.6;876.0;881.5;1363.25;9547.79;101111111111111011111111111110111111111101011111111111101011
ph1in29st1de2mh1ms0rand.req;1;1467.2;538.8;852.6;337.2;491.65;3687.45;001010101111111011110111111111111111110100101100110111001111
ph1in29st1de2mh1ms0rand.req;2;139.68;1126.8;1034.2;352.0;488.7;3141.38;111111111011011011111111111111011111111100010100101001101100
ph1in30st2de2mh1ms0btlneck.req;1;722.4;326.0;4628.0;294.5;340.0;6310.9;011000111001101111100011100010011100100101010001110110111011
ph1in30st2de2mh1ms0btlneck.req;2;115.2;214.0;5818.0;200.5;200.5;6548.2;111101111111111101011100100000000010110011111010110100011111
ph1in30st2de2mh1ms0high.req;1;136.0;854.0;60.0;150.0;171.5;1371.5;111011110111101000100000111111110100101011100110110100110011
ph1in30st2de2mh1ms0high.req;2;445.6;484.0;60.0;150.0;150.0;1289.6;111101001101100011101000111011001000100101101110100001101001
ph1in30st2de2mh1ms0low.req;1;4529.6;1528.0;1021.0;1323.0;1375.75;9777.35;111111111111011111111111111111111111110111111111101111111101
ph1in30st2de2mh1ms0low.req;2;4529.6;1306.0;1021.0;1431.0;1345.5;9633.1;111111111111111111111111111111111111111100111110111111111110
ph1in30st2de2mh1ms0rand.req;1;2089.6;261.2;957.4;873.65;706.75;4888.6;010111111111110110111111111111101101111111110101111011100001
ph1in30st2de2mh1ms0rand.req;2;1431.2;210.8;1036.0;823.25;725.7;4226.95;111111111111111111011111011110110111111101110010100111001010
ph1in31st3de2mh1ms0btlneck.req;1;1809.0;150.0;5260.0;200.5;200.5;7620.0;000110000000110111010000100001000100110001010110100010001011
ph1in31st3de2mh1ms0btlneck.req;2;2009.0;150.0;4714.0;246.0;294.5;7413.5;010001000000111111111010100110011111100100110010111110000111
ph1in31st3de2mh1ms0high.req;1;1124.0;150.0;60.0;166.5;150.0;1650.5;000100001000110101101010111111111100111111010011101110001010
ph1in31st3de2mh1ms0high.req;2;1039.0;187.5;60.0;150.0;150.0;1586.5;000100010000110000110110110100110111110111110010101101010100
ph1in31st3de2mh1ms0low.req;1;2969.0;1290.25;1021.0;1421.0;1428.5;8129.75;111111111111111111111111111111111111111010110111110111011110
ph1in31st3de2mh1ms0low.req;2;2969.0;1290.25;1142.0;1318.0;1365.75;8085.0;111111111111111111111111101111111111111111111111111010111111
ph1in31st3de2mh1ms0rand.req;1;595.0;570.35;200.0;549.7;573.7;2488.75;111111110110100101110110111111111111011111101111101111111100
ph1in31st3de2mh1ms0rand.req;2;499.5;626.15;200.0;627.4;551.15;2504.2;011110111110111010101011111111111110101000111111111110111110
ph1in32st4de2mh1ms0btlneck.req;1;1648.0;150.0;2791.25;150.0;150.0;4889.25;001010000000101111100100110111001110111011011001111111110011
ph1in32st4de2mh1ms0btlneck.req;2;1488.0;150.0;2703.75;150.0;150.0;4641.75;001001000000111101010010111111011001111001110010111101101101
ph1in32st4de2mh1ms0high.req;1;832.0;150.0;150.0;150.0;205.0;1487.0;101000010000101000110100111000111010111111111000100111110001
ph1in32st4de2mh1ms0high.req;2;832.0;150.0;150.0;150.0;150.0;1432.0;101000010000111100110100111000011001111010011000111011110011
ph1in32st4de2mh1ms0low.req;1;2950.0;1330.5;1335.5;1589.5;1411.0;8616.5;110111111111111111101111111111111011000000110111110101110111
ph1in32st4de2mh1ms0low.req;2;2930.0;1378.25;1335.5;1370.75;1320.5;8335.0;101111111111111101111011111111110111110111110111110111111111
ph1in32st4de2mh1ms0rand.req;1;1413.6;724.25;856.65;705.5;627.6;4327.6;111001111111011001111101100110110101111011111110101010101101
ph1in32st4de2mh1ms0rand.req;2;944.0;705.2;752.3;753.05;597.2;3751.75;111111111111011101111101101111111110110001111110111011111100
ph1in33st1de3mh1ms0btlneck.req;1;12.8;377.2;5398.0;164.0;200.5;6152.5;111110111111111111101000010000000111101000010000110010100100
ph1in33st1de3mh1ms0btlneck.req;2;12.8;66.8;5785.0;161.0;200.5;6226.1;111110111111111100111110000000000001100011111110100111101010
ph1in33st1de3mh1ms0high.req;1;1121.12;781.6;24.0;60.0;150.0;2136.72;010001000010101011000001100111001110110111111001111111001001
ph1in33st1de3mh1ms0high.req;2;999.84;9.6;24.0;60.0;150.0;1243.44;100001100010101101101010111101100011101000100110101100101011
ph1in33st1de3mh1ms0low.req;1;5505.44;1417.6;856.0;947.0;1398.5;10124.54;111011111111111011111111111011111111101001111111111100011111
ph1in33st1de3mh1ms0low.req;2;5545.44;1779.6;1057.0;856.5;1383.5;10622.04;111101111111110111110111111111101110111111101110101111111111
ph1in33st1de3mh1ms0rand.req;1;504.0;813.2;518.6;358.2;446.95;2640.95;101111111101101111011111111111011011111111001100111101010011
ph1in33st1de3mh1ms0rand.req;2;629.28;386.4;279.0;555.6;507.55;2357.83;110111101111111011101111111101111111011001100101010011110000
ph1in34st2de3mh1ms0btlneck.req;1;32.0;236.0;5435.0;246.0;249.0;6198.0;111101111111111011111100100000110011100011101110111011001010
ph1in34st2de3mh1ms0btlneck.req;2;412.8;364.0;5769.0;200.5;200.5;6946.8;111111001111100101111100100000000010111100110101110001100111
ph1in34st2de3mh1ms0high.req;1;571.2;236.0;60.0;150.0;150.0;1167.2;100001110111110011100100100111111100100111100111111010100110
ph1in34st2de3mh1ms0high.req;2;447.2;594.0;60.0;150.0;150.0;1401.2;110011111010100101000101100001110101100111000101100011010100
ph1in34st2de3mh1ms0low.req;1;5429.6;1528.0;1152.0;1318.0;1403.5;10831.1;011111111111011111111111110111111111110111111111001111111101
ph1in34st2de3mh1ms0low.req;2;4985.6;1306.0;1021.0;1370.75;1363.25;10046.6;111111111111111111111111111111111111111011011111110101111111
ph1in34st2de3mh1ms0rand.req;1;1887.2;359.6;290.4;862.25;857.8;4257.25;111111111111011011110111101010110110111111111110111010111100
ph1in34st2de3mh1ms0rand.req;2;1887.2;285.2;430.0;895.6;857.65;4355.65;111111111111110101101111001101111011111111011101111101011010
ph1in35st3de3mh1ms0btlneck.req;1;2741.5;150.0;4940.0;200.5;200.5;8232.5;111000000000111100101100100001001110101111110001110110000010
ph1in35st3de3mh1ms0btlneck.req;2;1706.5;150.0;5432.0;200.5;200.5;7689.5;000010100000101010110111100000001000101010000101100001011000
ph1in35st3de3mh1ms0high.req;1;1141.5;205.25;60.0;150.0;150.0;1706.75;000000110000011001100001101100110111100111111001111101110011
ph1in35st3de3mh1ms0high.req;2;811.5;150.0;60.0;166.5;150.0;1338.0;100001101000111011111100110001101111100101011111110110111011
ph1in35st3de3mh1ms0low.req;1;3581.5;1504.0;1132.0;1318.0;1338.0;8873.5;110111111111110000110111110111111111110111111111111111111101
ph1in35st3de3mh1ms0low.req;2;3556.5;1325.5;1132.0;1463.75;1330.5;8808.25;101111111111111101111111101111111111011110100111111111011111
ph1in35st3de3mh1ms0rand.req;1;585.0;680.2;1538.8;1188.75;575.5;4568.25;111100111111111101111111001111111011011110111110101101001110
ph1in35st3de3mh1ms0rand.req;2;1134.5;734.05;1058.2;1182.45;566.65;4675.85;101100110111110111101101011111111111111110111011111100100101
ph1in36st4de3mh1ms0btlneck.req;1;1396.0;150.0;2781.0;150.0;170.0;4647.0;001000010000111111010010100011110110101001010111110101110010
ph1in36st4de3mh1ms0btlneck.req;2;1002.0;166.0;2612.0;150.0;150.0;4080.0;100100001000000101101101111111111010110101001001100111101110
ph1in36st4de3mh1ms0high.req;1;704.0;150.0;167.0;150.0;150.0;1321.0;000010100100110110100100101101010100110100110101100000111111
ph1in36st4de3mh1ms0high.req;2;798.0;150.0;150.0;150.0;182.25;1430.25;100011110000100000110000101101110011111100110001110100010100
ph1in36st4de3mh1ms0low.req;1;3440.0;1330.5;1358.25;1360.75;1335.5;8825.0;011011111111111111110111011111101111011111110111111111111101
ph1in36st4de3mh1ms0low.req;2;2916.0;1446.0;1290.25;1290.25;1501.5;8444.0;111111111111111110111100111111111111111111111111000111101011
ph1in36st4de3mh1ms0rand.req;1;436.0;637.5;932.85;1190.75;455.0;3652.1;111010110111110011111111111110101100111111111111111100110111
ph1in36st4de3mh1ms0rand.req;2;644.0;642.5;772.8;1284.8;490.6;3834.7;101011011011111011011111011110111111011011111011110001111111
ph1in37st1de4mh1ms0btlneck.req;1;259.52;207.2;4161.0;189.0;233.5;5050.22;011111101011101010101110111010000111101000000101100000000000
ph1in37st1de4mh1ms0btlneck.req;2;3511.84;9.6;4656.0;161.0;200.5;8538.94;010010000000111011011101100001111010101011001111101111100111
ph1in37st1de4mh1ms0high.req;1;604.96;745.6;24.0;60.0;150.0;1584.56;111100011110010000001100111110101111111110011101110001110100
ph1in37st1de4mh1ms0high.req;2;683.68;633.6;24.0;60.0;150.0;1551.28;101100010110001010010000111100111000111000010111111100111101
ph1in37st1de4mh1ms0low.req;1;4497.44;1195.6;856.0;740.5;1340.5;8630.04;111111111111111111111111011111111111111111111111111111111011
ph1in37st1de4mh1ms0low.req;2;4497.44;1195.6;876.0;992.0;1353.25;8914.29;111111111111111111111111110111111111011111101011111111111110
ph1in37st1de4mh1ms0rand.req;1;2179.68;1434.0;326.0;322.9;781.4;5043.98;111111111011011111111111110110110011110110110010111110100100
ph1in37st1de4mh1ms0rand.req;2;1946.08;1206.4;293.0;345.5;803.65;4594.63;111110111111111111111111111110111111110111111010101111111011
ph1in38st2de4mh1ms0btlneck.req;1;104.8;260.0;5795.0;200.5;200.5;6560.8;111101111111111101010011100000000000100000100110101101010110
ph1in38st2de4mh1ms0btlneck.req;2;154.4;304.0;5755.0;200.5;200.5;6614.4;111100100101101111110010100000000000101000001111101110100100
ph1in38st2de4mh1ms0high.req;1;739.2;488.0;60.0;150.0;150.0;1587.2;011110001100100010101000100011101001100011001111101110111000
ph1in38st2de4mh1ms0high.req;2;587.2;398.0;60.0;150.0;150.0;1345.2;101111000100000100100111111101000111101110011100101100011110
ph1in38st2de4mh1ms0low.req;1;5145.6;1870.0;1263.0;1348.25;1363.25;10990.1;111101111111110111101111111011111111111011111111111110111110
ph1in38st2de4mh1ms0low.req;2;5105.6;1548.0;1142.0;1328.0;1375.75;10499.35;111011111111111101111111111110111111111111111011111110111110
ph1in38st2de4mh1ms0rand.req;1;1177.6;202.8;428.2;493.75;524.15;2826.5;110101111101111101111101111111011110010110011101111011010011
ph1in38st2de4mh1ms0rand.req;2;904.0;213.6;312.8;483.65;477.3;2391.35;001111111110111011111111111111111111011010111100111010111010
ph1in39st3de4mh1ms0btlneck.req;1;380.0;218.25;4896.0;294.5;294.5;6083.25;100110101100000100100111111110000011101010110110101010111000
ph1in39st3de4mh1ms0btlneck.req;2;2016.5;150.0;5180.0;200.5;200.5;7747.5;001010000000111011000111100000111011100101100110111010100000
ph1in39st3de4mh1ms0high.req;1;1389.0;150.0;160.0;150.0;150.0;1999.0;101001000000111001011111111010000011101010010100101110010100
ph1in39st3de4mh1ms0high.req;2;716.5;150.0;60.0;150.0;150.0;1226.5;100100000100100100110101111111010111111110001111111111001101
ph1in39st3de4mh1ms0low.req;1;3354.0;1318.0;1323.0;1353.25;1391.0;8739.25;111101111111111101111111111011110111111101111011110111111101
ph1in39st3de4mh1ms0low.req;2;2976.5;1290.25;1021.0;1421.0;1290.25;7999.0;111111111111111111111111111111111111110101111101111111111111
ph1in39st3de4mh1ms0rand.req;1;2850.5;559.8;433.8;1088.4;1238.0;6170.5;111111111111110101001000110110111101011010111111111010101001
ph1in39st3de4mh1ms0rand.req;2;3173.5;587.8;474.6;1069.2;1133.05;6438.15;110111111111100111100100110110110110111111011101111111100111
ph1in40st4de4mh1ms0btlneck.req;1;854.0;150.0;2721.5;150.0;150.0;4025.5;000100001100110110110110111100111001111110011101110111010101
ph1in40st4de4mh1ms0btlneck.req;2;860.0;150.0;2808.0;167.25;150.0;4135.25;100100001000100101001000101100011110011110101000111110111110
ph1in40st4de4mh1ms0high.req;1;614.0;229.5;150.0;150.0;150.0;1293.5;100100000100010000001011111101111101100111110100101100100100
ph1in40st4de4mh1ms0high.req;2;878.0;150.0;167.25;150.0;150.0;1495.25;100100100000111110111010101001101011101101110100101110110111
ph1in40st4de4mh1ms0low.req;1;2694.0;1463.75;1290.25;1290.25;1501.5;8239.75;111111111111011011101011111111111111111111111111001110001111
ph1in40st4de4mh1ms0low.req;2;3198.0;1318.0;1318.0;1325.5;1375.75;8535.25;010111111111110111111111111111111111111110111111111101111011
ph1in40st4de4mh1ms0rand.req;1;712.0;748.3;712.4;618.7;473.75;3265.15;111110110111111111111011111111101101111110111110111010110110
ph1in40st4de4mh1ms0rand.req;2;716.4;798.9;688.15;612.65;494.6;3310.7;001111111011111110111101111111111110100110111101011111110010
ph1in41st1de5mh1ms0btlneck.req;1;14.08;174.4;5580.0;161.0;200.5;6129.98;111111111101001111011000100000000011100000110110100011110011
ph1in41st1de5mh1ms0btlneck.req;2;2707.84;9.6;4976.0;161.0;200.5;8054.94;100100100000100110111100100000000100100000011100101101010000
ph1in41st1de5mh1ms0high.req;1;1655.84;9.6;24.0;138.0;150.0;1977.44;000000101000110111101001100011111110101101010010101111110011
ph1in41st1de5mh1ms0high.req;2;1410.4;703.6;24.0;60.0;150.0;2348.0;010110100000110001101100111100111010110000100111111011111100
ph1in41st1de5mh1ms0low.req;1;7574.72;1949.6;1108.0;922.0;1428.75;12983.07;110111111111111011111100111011111100111011111101011111110110
ph1in41st1de5mh1ms0low.req;2;6970.72;1662.8;985.0;858.5;1403.5;11880.52;111111111111111111111111111111111111111111111100111111111001
ph1in41st1de5mh1ms0rand.req;1;3803.2;826.4;429.2;285.7;825.35;6169.85;111011111111111111111100111111111101110101101000111011110011
ph1in41st1de5mh1ms0rand.req;2;4117.92;852.4;429.2;295.7;916.95;6612.17;010111111100111111111100111111111110110101110011101101100101
ph1in42st2de5mh1ms0btlneck.req;1;1436.0;152.0;4995.0;246.0;246.0;7075.0;000100011011111111101000100011100100110110000001100010011001
ph1in42st2de5mh1ms0btlneck.req;2;3993.6;24.0;5321.0;200.5;200.5;9739.6;101100000000101101101111000000000111110000111000100111100100
ph1in42st2de5mh1ms0high.req;1;1124.8;910.0;60.0;150.0;155.25;2400.05;001001100000001001011110101001011011101101010111001101100101
ph1in42st2de5mh1ms0high.req;2;324.8;572.0;122.0;150.0;150.0;1318.8;011101101111100000101001110000110000110010111110100011110011
ph1in42st2de5mh1ms0low.req;1;7029.6;2072.0;1384.0;1398.5;1484.0;13368.1;111111111100110111111110110111111101111111111000111001101111
ph1in42st2de5mh1ms0low.req;2;7016.8;1778.0;1444.0;1521.75;1416.25;13176.8;111111111101111111111100111111011110011100110101011111011110
ph1in42st2de5mh1ms0rand.req;1;5179.2;830.8;408.2;554.25;872.25;7844.7;111111111100011011101010111001111010111100100100111111011101
ph1in42st2de5mh1ms0rand.req;2;5166.4;646.8;487.0;521.45;896.8;7718.45;111111111101111101110001101101100000101110101110110010111100
ph1in43st3de5mh1ms0btlneck.req;1;2714.0;150.0;5020.0;200.5;200.5;8285.0;110100000000111111110000100010010100101011001001110000001011
ph1in43st3de5mh1ms0btlneck.req;2;3066.5;150.0;4498.0;205.0;246.0;8165.5;011000000000111010000000111111011111100011110001110011110010
ph1in43st3de5mh1ms0high.req;1;1514.0;205.25;60.0;150.0;155.25;2084.5;101000100000100101111101111100100010111110111110001011100010
ph1in43st3de5mh1ms0high.req;2;1316.5;155.25;60.0;150.0;150.0;1831.75;000100100000011101101010100101100000111111111000110110101100
ph1in43st3de5mh1ms0low.req;1;5286.5;1428.75;1394.0;1381.0;1466.5;10956.75;011011111100111010111101111101111101111101111101011100111100
ph1in43st3de5mh1ms0low.req;2;4909.0;1418.75;1384.0;1393.5;1418.75;10524.0;110111111100100111111101110111111110111111101111100111111101
ph1in43st3de5mh1ms0rand.req;1;1954.5;1419.8;311.6;545.2;532.3;4763.4;110111111100011011011110111010111011010110101011111011111001
ph1in43st3de5mh1ms0rand.req;2;1719.0;1425.3;250.4;480.9;524.0;4399.6;111111111101011001111100111111011000110111011110111111101100
ph1in44st4de5mh1ms0btlneck.req;1;1732.0;150.0;2699.25;190.0;150.0;4921.25;110000100000111100100100111011101010111110001010110101110100
ph1in44st4de5mh1ms0btlneck.req;2;1092.0;150.0;2774.75;150.0;165.25;4332.0;100001100000111111101011011111110100110111111001000101101111
ph1in44st4de5mh1ms0high.req;1;1094.0;150.0;150.0;180.25;150.0;1724.25;001000010000111101110000111010011000011001100011111111111101
ph1in44st4de5mh1ms0high.req;2;652.0;150.0;150.0;150.0;175.0;1277.0;100010010000110111010010101110111011101111010101111111101101
ph1in44st4de5mh1ms0low.req;1;4240.0;1396.0;1433.75;1381.0;1396.0;9846.75;110111111100111111110111111100111111111111111101111111110111
ph1in44st4de5mh1ms0low.req;2;4502.0;1386.0;1391.0;1436.25;1383.5;10098.75;001111111100111011111100111110111101110111101100110111111111
ph1in44st4de5mh1ms0rand.req;1;1351.2;637.5;721.1;690.3;860.15;4260.25;100101111100111101111010111110101111101111111001011111111010
ph1in44st4de5mh1ms0rand.req;2;2140.8;698.65;737.35;750.1;829.45;5156.35;000110101100111011100010111100111101001111110101111111011001
ph1in45st1de6mh1ms0btlneck.req;1;344.96;23.2;3555.0;211.0;229.5;4363.66;111100111001110111011111101011111101100110000000110011000110
ph1in45st1de6mh1ms0btlneck.req;2;4039.84;9.6;4496.0;161.0;200.5;8906.94;111000000000111010111100100100000000100111111100111010110100
ph1in45st1de6mh1ms0high.req;1;228.8;32.8;290.0;60.0;150.0;761.6;111111011110110111011110000100000100101110011111111100011101
ph1in45st1de6mh1ms0high.req;2;1487.84;9.6;24.0;60.0;159.75;1741.19;101000001000101001111011111100111100101010101110110101101111
ph1in45st1de6mh1ms0low.req;1;4629.44;1195.6;856.0;926.5;1418.75;9026.29;111111111111111111111111011111111111111011111110001011111110
ph1in45st1de6mh1ms0low.req;2;5073.44;1417.6;745.0;740.5;1390.75;9367.29;011111111111011111111111111111111111111111111111111111011110
ph1in45st1de6mh1ms0rand.req;1;1148.0;1585.6;418.2;331.3;486.3;3969.4;111110001011111111111111111111110101110101010100110101011110
ph1in45st1de6mh1ms0rand.req;2;935.2;1692.0;409.8;328.8;494.45;3860.25;111100011101111111111111111011111011111010101010110110111010
ph1in46st2de6mh1ms0btlneck.req;1;296.8;66.0;6098.0;200.5;200.5;6861.8;111101101011110101001011000000000000100000101010111110100001
ph1in46st2de6mh1ms0btlneck.req;2;1700.8;46.0;3103.0;322.75;304.75;5477.3;100100000001100111110101111111111111111100000000111000000100
ph1in46st2de6mh1ms0high.req;1;232.0;716.0;60.0;150.0;180.25;1338.25;011011111111100100001000110100111111100111001100011000011000
ph1in46st2de6mh1ms0high.req;2;712.8;108.0;60.0;150.0;150.0;1180.8;110010000100100110110110101111001111101110111100110110111111
ph1in46st2de6mh1ms0low.req;1;4673.6;1306.0;1303.0;1318.0;1566.75;10167.35;111111111111111111111111011110111111111110111111010101110010
ph1in46st2de6mh1ms0low.req;2;5881.6;1790.0;1283.0;1350.75;1348.25;11653.6;110110111111111011111111111101101111111110101111111111101111
ph1in46st2de6mh1ms0rand.req;1;1351.2;275.2;533.6;463.75;486.45;3110.2;111101111111111101101111011010101100111110101110111011101001
ph1in46st2de6mh1ms0rand.req;2;1295.2;220.8;362.2;463.95;470.0;2812.15;111011111111111011111111110011010110110111110110110111100111
ph1in47st3de6mh1ms0btlneck.req;1;3251.5;165.25;4860.0;200.5;200.5;8677.75;001000000000101000011001100011000100100001001010100001011000
ph1in47st3de6mh1ms0btlneck.req;2;1746.5;150.0;4352.0;247.5;296.75;6792.75;110000100000110011101111101111000011111000000001001000000001
ph1in47st3de6mh1ms0high.req;1;1079.0;180.25;60.0;150.0;150.0;1619.25;000100001000011001111101100100001111111111111010111111111000
ph1in47st3de6mh1ms0high.req;2;2209.0;150.0;60.0;224.0;150.0;2793.0;110100000000110110101111110101111110110010000111111100000110
ph1in47st3de6mh1ms0low.req;1;3059.0;1318.0;1152.0;1401.0;1348.25;8278.25;111111111111011111111111110111111111100111101111010111111111
ph1in47st3de6mh1ms0low.req;2;3411.5;1494.0;1172.0;1463.75;1320.5;8861.75;111011111111001110001111111111101111111100101101111111110111
ph1in47st3de6mh1ms0rand.req;1;747.5;1201.65;186.6;540.95;1155.05;3831.75;110101001110100111111111111111101110010111010110011111111110
ph1in47st3de6mh1ms0rand.req;2;1004.5;1181.35;212.8;494.25;1165.05;4057.95;111100100101110011111110111110111001111100101100011111011101
ph1in48st4de6mh1ms0btlneck.req;1;1278.0;150.0;2665.5;150.0;150.0;4393.5;110000010000110001010011111110110111111001011001110000111101
ph1in48st4de6mh1ms0btlneck.req;2;1438.0;150.0;2862.0;150.0;150.0;4750.0;110000100000110001110010011001001011111010110010111011111001
ph1in48st4de6mh1ms0high.req;1;1104.0;150.0;150.0;150.0;168.5;1722.5;000100010000111111011101110101010010100100011111110010111010
ph1in48st4de6mh1ms0high.req;2;608.0;204.25;150.0;150.0;150.0;1262.25;110000000100001010000110111001110110110000001110110000011101
ph1in48st4de6mh1ms0low.req;1;3726.0;1438.75;1348.25;1383.5;1358.25;9254.75;011101110111111001010111111111111111011110110111111110111110
ph1in48st4de6mh1ms0low.req;2;3002.0;1355.75;1333.0;1529.0;1318.0;8537.75;101111111111011101111111111111101111011101011100101111111111
ph1in48st4de6mh1ms0rand.req;1;2320.0;973.05;1002.45;783.35;677.25;5756.1;100111111111111011011010100011111110111100010110100111110000
ph1in48st4de6mh1ms0rand.req;2;2070.0;932.4;953.75;814.15;640.4;5410.7;101111111111101111110011111101111110010110100110101111100010
ph1in49st1de1mh0ms1btlneck.req;1;418.31;76.8;2454.5;175.55;200.5;3325.66;111000000000111100011110100100011000110111101100101000001000
ph1in49st1de1mh0ms1btlneck.req;2;359.75;76.8;2436.05;177.2;200.5;3250.3;101100000000101110111001110011111010100010000001101111100111
ph1in49st1de1mh0ms1high.req;1;195.04;76.8;96.0;147.5;150.0;665.34;100001010000110001010111111001010111100111100111100111100000
ph1in49st1de1mh0ms1high.req;2;184.06;76.8;96.0;120.0;175.0;651.86;100100010000110100111101110101010100110110010000101101100010
ph1in49st1de1mh0ms1low.req;1;1041.67;852.67;975.88;1138.07;1386.0;5394.29;011010111111111010111111111010111111111111111111101011011111
ph1in49st1de1mh0ms1low.req;2;923.81;812.41;945.33;1143.57;1348.25;5173.37;101111111111111111111111111011111111101101111111101101111111
ph1in49st1de1mh0ms1rand.req;1;359.65;275.52;490.72;885.18;933.35;2944.42;101110111111101010101101111010110101111111111101111111110001
ph1in49st1de1mh0ms1rand.req;2;374.44;259.48;481.77;940.07;908.5;2964.26;111011111101111010110101101111101111111111111100111111110101
ph1in50st2de1mh0ms1btlneck.req;1;659.78;96.0;3878.0;255.75;200.5;5090.03;010010000000111111011110100001110000000001000100101000100100
ph1in50st2de1mh0ms1btlneck.req;2;606.54;96.0;3922.0;200.5;200.5;5025.54;001010000000111111001000100000000000100010011010100010100010
ph1in50st2de1mh0ms1high.req;1;386.26;96.0;120.0;172.75;150.0;925.01;100001100000111011110000111001100100011111111000110111111110
ph1in50st2de1mh0ms1high.req;2;572.6;96.0;120.0;228.0;150.0;1166.6;101100000000111111000111101110010101000111101101101100111110
ph1in50st2de1mh0ms1low.req;1;1532.48;1301.07;1461.2;1388.5;1381.0;7064.25;110110111111100110111111101111001111111111011101101111011111
